ticker,name,lei,cik
MMM,3M Co,LUZQVYP4VS22CLWDAR65,0000066740
MMP,Magellan Midstream Partners LP,MZF5TI8NFVZZNUSKDL39,0001126975
MMS,Maximus Inc,549300DQCDS8HJ7QF202,0001032220
MMSI,Merit Medical Systems Inc,549300OYTY138SP2CE83,0000856982
MMT,MFS Multi-Market Income Fund,,
MMU,Western Asset Managed Municipals Portfolio,549300HVO8EY2T8K4F73,0000886043
MMV,Eaton Vance Massachusetts Municipal Income Trust,,
MMYT,MakeMyTrip Ltd,,0001495153
MN,Manning & Napier Inc,,0001524223
MNDO,Mind CTI Ltd,,0001119083
MNE,BlackRock Muni NY Intermediate Duration Fund,,
MNGA,MagneGas Corp,,0001353487
MNI,McClatchy Co,549300O2Y2UWR3BER320,0001056087
MNK,Mallinckrodt Plc,549300LMDE3RUP8Z3L60,0001567892
MNKD,MannKind Corp,213800GFBCNY1ZFST722,0000899460
MNOV,MediciNova Inc,,0001226616
MNP,Western Asset Municipal Partners Fund Inc,5493001Z97VQ69W5OH84,0000894351
MNR,Monmouth Real Estate Investment Corp,,0000067625
MNRK,Monarch Financial Holdings Inc ,,0001364856
MNRO,Monro Muffler Brake Inc,,0000876427
MNST,Monster Beverage Corp,,0000865752
MNTA,Momenta Pharmaceuticals Inc,,0001235010
MNTX,Manitex International Inc,549300QZ9TZ4MVXPZQ53,0001302028
MO,Altria Group Inc,XSGZFLO9YTNO9VCQV219,0000764180
MOBI,Sky-mobi Ltd,,0001500252
MOBL,MobileIron Inc,5493009ZKZIDFX3SG973,0001470099
MOC,Command Security Corp,,0000864509
MOCO,MOCON Inc,CVRZ7NRZQ2VWI4M13156,0000067279
MOD,Modine Manufacturing Co,Z35SZFYJR8GZZRSIUU09,0000067347
MODN,Model N Inc,,0001118417
MOFG,Midwestone Financial Group Inc,,0001412665
MOG.A,Moog Inc,549300WM2I4U7OBAHG07,0000067887
MOH,Molina Healthcare Inc,549300NQQCEQ46YHZ591,0001179929
MOKO,Moko Social Media Ltd ,549300HDFKB3INPLV745,0001496371
MOLG,MOL Global Inc ,549300Z5LV74CGB9S007,0001604929
MOMO,Momo Inc,,0001610601
MON,Monsanto Co,NONUZEX43GHIPSVDD938,0001110783
MORE,Monogram Residential Trust Inc,,0001384710
MORL,UBS ETRACS Mthly Py 2xLvg Mortg REIT ETN,,
MORN,Morningstar Inc,,0001289419
MOS,Mosaic Co,2YD5STGSJNMUB7H76907,0001285785
MOSY,MoSys Inc,,0000890394
MOV,Movado Group Inc,549300WCGCGPWGHVXM59,0000072573
MOXC,Moxian Inc,549300RHZ6W0TBPRXK85,0001516805
MP,ICE Fut U.S. Foreign Ex Fut ICE BP/U,,
MPA,BlackRock MuniYield Pennsylvania Quality Fund,,
MPAA,Motorcar Parts of America Inc,549300AG4610OSV3H429,0000918251
MPB,Mid Penn Bancorp Inc,,0000879635
MPC,Marathon Petroleum Corp,3BNYRYQHD39K4LCKQF12,0001510295
MPEL,Melco Crown Entertainment Ltd,,0001381640
MPET,Magellan Petroleum Corp,,0000061398
MPG,Metaldyne Performance Group Inc,549300S7CW2U4N4EW602,0001616817
MPLX,MPLX LP,5493000CZJ19CK4P3G36,0001552000
MPO,Midstates Petroleum Company Inc,,0001533924
MPSX,Multi Packaging Solutions International Ltd,,0001645926
MPV,MassMutual Participation Investors,,0000831655
MPW,Medical Properties Trust Inc,,0001287865
MPWR,Monolithic Power Systems Inc,,0001280452
MPX,Marine Products Corp,,0001129155
MQT,BlackRock MuniYield Quality II,,
MQY,BlackRock MuniYield Quality,,0000883412
MR,Mindray Medical International Ltd ,,0001373060
MRAM,Everspin Technologies Inc,,0001438423
MRC,MRC Global Inc ,,0001439095
MRCC,Monroe Capital Corp ,,0001512931
MRCY,Mercury Systems Inc,,0001049521
MRD,Memorial Resource Development Corp,549300MB7G4B0LNWBF44,0001599222
MRGE,Merge Healthcare Inc ,549300MV8W7EKINZRN86,0000944765
MRH,Montpelier Re Holdings Ltd ,,0001165880
MRIN,Marin Software Inc,,0001389002
MRK,Merck & Co Inc,4YV9Y5M8S0BRK1RP0397,0000310158
MRKT,Markit Ltd ,,0001598014
MRLN,Marlin Business Services Corp,,0001260968
MRNS,Marinus Pharmaceuticals Inc,,0001267813
MRO,Marathon Oil Corp,1FRVQX2CRLGC1XLP5727,0000101778
MRRL,UBS ETRACS M Py 2xLvg MortgREIT ETN SerB,,
MRT,Medequities Realty Trust Inc,,0001616314
MRTN,Marten Transport Ltd,,0000799167
MRTX,Mirati Therapeutics Inc,,0001576263
MRUS,Merus NV,,0001651311
MRVC,MRV Communications Inc,549300KD2N86W5Y80849,0000887969
MRVL,Marvell Technology Group Ltd,8DF36O58U3QIHUCGZB18,0001058057
MS,Morgan Stanley,IGJSJL3JD5P30I6NJZ34,0000895421
MSA,MSA Safety Inc,549300ZG8DNJXBML4F23,0000066570
MSB,Mesabi Trust,,0000065172
MSBF,MSB Financial Corp,,0001374783
MSBI,Midland States Bancorp Inc,,0001466026
MSCC,Microsemi Corp,,0000310568
MSCI,MSCI Inc,549300HTIN2PD78UB763,0001408198
MSD,MS Emerging Markets Debt Fund,,
MSDI,Monster Digital Inc,,0001551986
MSEX,Middlesex Water Co,,0000066004
MSF,MS Emerging Markets Fund,,
MSFG,MainSource Financial Group Inc ,,0000720002
MSFT,Microsoft Corp,INR2EJN1ERAN0W5ZP974,0000789019
MSG,Madison Square Garden Co,,0001636519
MSGN,MSG Networks Inc,,0001469372
MSI,Motorola Solutions Inc,6S552MUG6KGJVEBSEC55,0000068505
MSK,Morgan Stanley Capital Trust VIII,5493003SQVGQHUBQRZ15,0000914596
MSL,MidSouth Bancorp Inc,,0000745981
MSLI,Merus Labs International Inc,549300GMGNURV4OJJK02,0001031516
MSM,MSC Industrial Direct Co Inc,0XVKH0LN6YGOWO2EGO17,0001003078
MSN,Emerson Radio Corp,,0000032621
MSO,Martha Stewart Living Omnimedia Inc ,,0001091801
MSON,Misonix Inc,,0000880432
MSP,Madison Strategic Sector Premium Fund,,
MSTR,MicroStrategy Inc,549300WQTWEJUEHXQX21,0001050446
MSTX,Mast Therapeutics Inc,549300DQ13KM0J4E2H36,0001160308
MT,ArcelorMittal SA,2EULGUTUI56JI9SAL165,0001243429
MTB,M&T Bank Corp,,0000036270
MTBC,Medical Transcription Billing Corp,549300GEO5Y45G5I3070,0001582982
MTBCP,Medical Transcription Billing Corp,,
MTCH,Match Group Inc,,0001575189
MTD,Mettler-Toledo International Inc,5493000BD5GJNUDIUG10,0001037646
MTDR,Matador Resources Co,,0001520006
MTEX,Mannatech Inc,,0001056358
MTFB,Motif Bio PLC,,
MTG,MGIC Investment Corp,,0000876437
MTGE,American Capital Mortgage Investment Corp,YOUFR5OOIV08UP1H3D31,0001516973
MTH,Meritage Homes Corp,,0000833079
MTL,Mechel PAO,,0001302362
MTLS,Materialise NV,5493004CXYDPCZ5RQK28,0001091223
MTN,Vail Resorts Inc,,0000812011
MTOR,Meritor Inc,5LTG829X630QFHTFBO82,0001113256
MTP,Midatech Pharma PLC,549300GKR2G40H3QFY57,0001643918
MTR,Mesa Royalty Trust,,0000313364
MTRN,Materion Corp,549300CJ5RI351SUYT02,0001104657
MTRX,Matrix Service Co,,0000866273
MTS,"Montgomery Street Income Securities, Inc.",SQJSZIHWJEBID6AZ8P59,0000067813
MTSC,MTS Systems Corp,549300E7ZL4ZDETLML64,0000068709
MTSI,MACOM Technology Solutions Holdings Inc,,0001493594
MTSL,Mer Telemanagement Solutions Ltd,,0001025561
MTSN,Mattson Technology Inc ,,0000928421
MTT,"Western Asset Municipal Defined Opportunity Trust, Inc.",549300M5OYYB41AFRD86,0001454021
MTU,Mitsubishi UFJ Financial Group Inc,,0000067088
MTW,Manitowoc Company Inc,,0000061986
MTX,Minerals Technologies Inc,549300D3I1QU67GP6403,0000891014
MTZ,MasTec Inc,549300TMDIT8WREDOF45,0000015615
MU,Micron Technology Inc,B3DXGBC8GAIYWI2Z0172,0000723125
MUA,BlackRock MuniAssets Fund,,0000901243
MUC,"BlackRock MuniHoldings California Quality Fund, Inc.",,
MUE,"BlackRock MuniHoldings Quality Fund II, Inc.",,
MUH,BlackRock MuniHoldings Fund II,,0001038190
MUI,BlackRock Muni Intermediate Duration Income,,
MUJ,"BlackRock MuniHoldings New Jersey Quality Fund, Inc.",,
MUR,Murphy Oil Corp,QBKYQD0ODE7DC7PDIN91,0000717423
MUS,"BlackRock MuniHoldings Quality Fund, Inc.",,
MUSA,Murphy USA Inc,549300Y081F8XIKQIO72,0001573516
MUX,McEwen Mining Inc,,0000314203
MVC,MVC Capital Inc,5493003AXRTRR491J673,0001099941
MVF,BlackRock MuniVest,,0000835948
MVG,Mag Silver Corp ,,0001230992
MVIS,MicroVision Inc,,0000065770
MVNR,"Mavenir Systems, Inc.",549300Q70CXM8TJLTD42,0001361470
MVO,MV Oil Trust,,0001371782
MVT,BlackRock MuniVest Fund II,,0000897269
MW,Tailored Brands Inc,NKFP7BJ6WYEV4I24P532,0000884217
MWA,Mueller Water Products Inc,549300F7ZU4P1F8V8L60,0001350593
MWE,MarkWest Energy Partners LP ,210GZIHHNYKR02ESUS53,0001166036
MWIV,MWI Veterinary Supply Inc ,549300QV4VOOIJGPPL66,0001323974
MWV,MeadWestvaco Corp ,4DL8C98Z5G5IXZLH3578,0001159297
MWW,Monster Worldwide Inc,549300SUJ0LW6NYJFG31,0001020416
MX,MagnaChip Semiconductor Corp,,0001325702
MXC,Mexco Energy Corp,5493008QUKSJK9IE4453,0000066418
MXE,Mexico Equity & Income Fund,,
MXF,"Mexico Fund, Inc",,0000065433
MXIM,Maxim Integrated Products Inc,SO0H5YEO14Y4PVKQH532,0000743316
MXL,MaxLinear Inc,549300EMOI0SM2IY4F64,0001288469
MXPT,MaxPoint Interactive Inc,549300G76FUUV1HF6O08,0001611231
MXWL,Maxwell Technologies Inc,L8JJX40HELDP30GSJD33,0000319815
MY,China Ming Yang Wind Power Group Ltd ,,0001500689
MYC,BlackRock MuniYield CA Fund,,
MYCC,ClubCorp Holdings Inc,549300XWSO7KBICXNW37,0001577095
MYE,Myers Industries Inc,549300I2H9XMVTCW4Q51,0000069488
MYF,BlackRock MuniYield Investment Fund,,
MYGN,Myriad Genetics Inc,,0000899923
MYI,"BlackRock MuniYield Quality Fund III, Inc.",,
MYJ,BlackRock MuniYield New Jersey,,0000884216
MYL,Mylan NV,549300A0CD4KNFGIIS89,0001623613
MYM,"BlackRock MuniYield Michigan Quality Fund II, Inc.",,
MYN,"BlackRock MuniYield New York Quality Fund, Inc.",,
MYOK,MyoKardia Inc,549300OLNNNZ1NI9UY54,0001552451
MYOS,MYOS RENS Technology Inc,,0001402479
MYOV,Myovant Sciences Ltd,,
MYRG,MYR Group Inc,,0000700923
MYSZ,My Size Inc,,0001211805
MZA,BlackRock MuniYield Arizona,,
MZF,Managed Duration Investment Grade Municipal Fund,,
MZOR,Mazor Robotics Ltd,549300DTVUC4EUFS1607,0001566844
N,NetSuite Inc,549300GBY5VYCIKSRU87,0001117106
NAC,Nuveen California Quality Municipal Income Fund,,
NAD,Nuveen Quality Muni Income Fund,,
NADL,North Atlantic Drilling Ltd,549300EX09NI6GL4Z774,0001560186
NAII,Natural Alternatives International Inc,549300QOT5V1NZ8WZY48,0000787253
NAK,Northern Dynasty Minerals Ltd,,0001164771
NAKD,Naked Brand Group Inc,,0001383097
NAME,Rightside Group Ltd,,0001589094
NAN,Nuveen New York Dividend Advantage Municipal Fund,,
NANO,Nanometrics Inc,549300V1USTYXJ7TNR79,0000704532
NAO,Nordic American Offshore Ltd,,0001597659
NAP,Navios Maritime Midstream Partners LP,549300KQ607J576LCB18,0001617049
NAT,Nordic American Tanker Ltd,,0001000177
NATH,Nathan's Famous Inc,54930034SKNSF1JIE673,0000069733
NATI,National Instruments Corp,549300TP4OOPCYWDUP86,0000935494
NATL,National Interstate Corp,,0001301106
NATR,Natures Sunshine Products Inc,,0000275053
NAUH,National American University Holdings Inc,,0001399855
NAV,Navistar International Corp,WNDD3CRVXJGC8I7GX671,0000808450
NAVB,Navidea Biopharmaceuticals Inc,,0000810509
NAVG,Navigators Group Inc,,0000793547
NAVI,Navient Corp,54930067J0ZNOEBRW338,0001593538
NAZ,Nuveen Arizona Premium Income Municipal,,
NBB,Nuveen Build America Bond Fund,,0001478888
NBBC,Newbridge Bancorp ,549300BM23UL1BEK9N47,0000714530
NBD,Nuveen Build America Bond Opportunity Fund,,
NBG,National Bank of Greece SA ,5UMCZOEYKCVFAW8ZLO05,0001096061
NBH,Neuberger Berman Intermediate Municipal Fund,,
NBHC,National Bank Holdings Corp,,0001475841
NBIX,Neurocrine Biosciences Inc,,0000914475
NBL,Noble Energy Inc,02VFQXG2D1LR5ZH3K186,0000072207
NBLX,Noble Midstream Partners LP,,0001647513
NBN,Northeast Bancorp,549300LSZ443GPP9KV95,0000811831
NBO,Neuberger Berman New York Intermediate Municipal Fund,,
NBR,Nabors Industries Ltd,,0001163739
NBRV,Nabriva Therapeutics AG,,0001641640
NBS,Caladrius Biosciences Inc,,0000320017
NBTB,NBT Bancorp Inc,,0000790359
NBW,Neuberger Berman California Intermediate Municipal Fund,,
NBY,NovaBay Pharmaceuticals Inc,549300D5U7PQPNEX8Q38,0001389545
NC,NACCO Industries Inc,,0000789933
NCA,Nuveen California Municipal Value Fund,,
NCB,Nuveen California Municipal Value Fund 2,,
NCBS,Nicolet Bankshares Inc,,0001174850
NCI,Navigant Consulting Inc,54930060E7FNHT5KFZ32,0001019737
NCIT,NCI Inc,,0001334478
NCLH,Norwegian Cruise Line Holdings Ltd,UNZWILHE4KMRP9K2L524,0001513761
NCMI,National CineMedia Inc,,0001377630
NCOM,National Commerce Corp,5493006VAYIZL456AS87,0001609951
NCQ,NovaCopper Inc,,0001543418
NCR,NCR Corp,549300YKTY8JX1DV2R67,0000070866
NCS,NCI Building Systems Inc,549300IW41QEWQ6T0H29,0000883902
NCT,Newcastle Investment Corp,549300BOELL93IDPTJ73,0001175483
NCTY,The9 Ltd,,0001296774
NCV,AllianzGI Convertible & Income Fund,,0001214935
NCZ,AllianzGI Convertible & Income Fund II,,0001227857
NDAQ,Nasdaq Inc,549300L8X1Q78ERXFD06,0001120193
NDLS,Noodles & Co,,0001275158
NDP,"Tortoise Energy Independence Fund, Inc",,
NDRM,Neuroderm Ltd,549300QTSZFS8KY8PZ59,0001598696
NDRO,Enduro Royalty Trust,,0001520048
NDSN,Nordson Corp,14OS6Q5N55N95WM84M53,0000072331
NE,Noble Corporation PLC,,0001458891
NEA,Nuveen AMT-Free Quality Muni Inc,,
NECB,Northeast Community Bancorp Inc ,,0001354772
NEE,NextEra Energy Inc,,0000753308
NEFF,Neff Corp,,0001617667
NEM,Newmont Mining Corp,549300VSP3RIX7FGDZ51,0001164727
NEN,New England Realty Associates LP,,0000746514
NEO,Neogenomics Inc,,0001077183
NEOG,Neogen Corp,549300HJT9FC36N4UW43,0000711377
NEON,Neonode Inc,,0000087050
NEOS,Neos Therapeutics Inc,549300LH6YPY02ZMGW08,0001467652
NEOT,Neothetics Inc,5493007VAGG43TIEJW57,0001618835
NEP,Nextera Energy Partners LP,5493008F4ZOQFNG3WN54,0001603145
NEPT,Neptune Technologies & Bioressources Inc,5493000MC5RJH74XZ687,0001401395
NERV,Minerva Neurosciences Inc,54930017PANCHC5LYH79,0001598646
NES,Nuverra Environmental Solutions Inc ,54930020KUQC33JLQV12,0001403853
NETE,Net Element Inc,,0001499961
NEU,NewMarket Corp,54930082CG88ERDREQ47,0001282637
NEV,Nuveen Enhanced Municipal Value Fund,,
NEWM,New Media Investment Group Inc,549300JQ2PU0RI3ZBA32,0001579684
NEWP,Newport Corp ,54930071G8CBV2TJ0C64,0000225263
NEWR,New Relic Inc,,0001448056
NEWS,NewStar Financial Inc,KWQVVPX9OGSKS3U0N171,0001373561
NEWT,Newtek Business Services Corp,549300YLU78IA8GKJ688,0001587987
NFBK,Northfield Bancorp Inc,,0001401700
NFEC,NF Energy Saving Corp,,0001213660
NFG,National Fuel Gas Co,8JB38FFW1Y3C1HM8E841,0000070145
NFJ,AllianzGI NFJ Dividend Interest & Premium Strategy Fund,,0001260563
NFLX,Netflix Inc,,0001065280
NFX,Newfield Exploration Co,T8W3X1PFLPW2YE0UIP44,0000912750
NG,NovaGold Resources Inc,,0001173420
NGD,New Gold Inc,5493005G0GNCHP0H6L96,0000800166
NGG,National Grid PLC,8R95QZMKZLJX5Q2XR704,0001004315
NGHC,National General Holdings Corp,549300HUE7OCQI86BK16,0001578735
NGL,NGL Energy Partners LP,,0001504461
NGLS,Targa Resources Partners Lp,6OQWTZ1SPC04IFT4T704,0001379661
NGS,Natural Gas Services Group Inc,,0001084991
NGVC,Natural Grocers By Vitamin Cottage Inc,,0001547459
NGVT,Ingevity Corp,,0001653477
NH,NantHealth Inc,,0001566469
NHA,Nuveen Municipal 2021 Target Term,,
NHC,National Healthcare Corp,,0001047335
NHF,NexPoint Credit Strategies Fund,,0001356115
NHI,National Health Investors Inc,549300ZPKZIG6DKDEC02,0000877860
NHLD,National Holdings Corp,,0001023844
NHS,Neuberger Berman High Yield Strategies,,
NHTB,Lake Sunapee Bank Group,,0000846931
NHTC,Natural Health Trends Corp,,0000912061
NI,NiSource Inc,,0001111711
NIB,iPath Bloomberg Cocoa SubTR ETN,,
NICE,Nice Ltd,,0001003935
NICK,Nicholas Financial Inc,5493005OYHXSC9R6FU12,0001000045
NID,Nuveen Intermediate Duration Municipal Term Fund,,
NIE,AllianzGI Equity & Convertible Income Fund,,0001383441
NIHD,NII Holdings Inc,5493008M1YG2GODK3P05,0001037016
NILE,Blue Nile Inc,,0001091171
NIM,Nuveen Select Maturities Municipal Fund,,
NINI,iPath Pure Beta Nickel ETN,,
NIO,"Nuveen Municipal Opportunity Fund, Inc.",,
NIQ,Nuveen Intermediate Duration Quality Municipal Term Fund,,
NJ,Nidec Corp ,,0001158967
NJR,New Jersey Resources Corp,549300QKBSQBIX4DQ583,0000356309
NJV,Nuveen New Jersey Municipal Value Fund,,
NK,NantKwest Inc,,0001326110
NKA,Niska Gas Storage Partners LLC,549300OTP6HPYJ0LB284,0001483830
NKE,Nike Inc,787RXPR0UX0O0XUXPZ81,0000320187
NKG,Nuveen Georgia Dividend Advantage Municipal Fund 2,,
NKSH,National Bankshares Inc,,0000796534
NKTR,Nektar Therapeutics,,0000906709
NKX,Nuveen CA AMT-Tax Free Muni Income Fund,,0001195738
NL,NL Industries Inc,,0000072162
NLNK,NewLink Genetics Corp,,0001126234
NLS,Nautilus Inc,549300LLLHX2HF71YE90,0001078207
NLSN,Nielsen Holdings PLC,54930062JS29A5N4GO82,0001492633
NLST,Netlist Inc,,0001282631
NLY,Annaly Capital Management Inc,2DTL0G3FPRYUT58TI025,0001043219
NM,Navios Maritime Holdings Inc,,0001333172
NMA,"Nuveen Municipal Advantage Fund, Inc.",,
NMBL,Nimble Storage Inc,549300HXERWJ151RX137,0001452751
NMFC,New Mountain Finance Corp,549300L1MPTT1H7SES77,0001496099
NMI,Nuveen Municipal Income,,0000830271
NMIH,NMI Holdings Inc,,0001547903
NML,Neuberger Berman MLP Income Fund Inc.,,
NMM,Navios Maritime Partners LP,,0001415921
NMO,Nuveen Municipal Market Opportunity,,
NMR,Nomura Holdings Inc,549300B3CEAHYG7K8164,0001163653
NMRX,Numerex Corp,,0000870753
NMS,Nuveen Minnesota Municipal Income Fund,,0001607997
NMT,Nuveen Massachusetts Premium Income Municipal Fund,,
NMY,Nuveen Maryland Premium Income Municipal Fund,,0000897424
NMZ,Nuveen Municipal High Income Opportunity Fund,,
NNA,Navios Maritime Acquisition Corp,,0001437260
NNBR,NN Inc,549300SU3TUM6VH84645,0000918541
NNC,Nuveen North Carolina Premium Income Municipal Fund,,
NNDM,Nano Dimension Ltd,,0001643303
NNI,Nelnet Inc,549300T6B0Q52I6OM558,0001258602
NNN,National Retail Properties Inc,5493008JKH5SOTI0JS97,0000751364
NNVC,NanoViricides Inc,5493003CK9Y2H0OORR73,0001379006
NNY,Nuveen New York Municipal Value Fund,,
NOA,North American Energy Partners Inc,,0001272869
NOAH,Noah Holdings Ltd,,0001499543
NOC,NORTHROP GRUMMAN CORP,RIMU48P07456QXSO0R61,0001133421
NOG,Northern Oil and Gas Inc,,0001388955
NOK,Nokia Corp,549300A0JPRWG1KI7U06,0000924613
NOM,Nuveen Missouri Premium Income Municipal Fund,,
NOMD,Nomad Foods Ltd,,
NOR,Noranda Aluminum Holding Corp ,5493002XKIUDJWJUU032,0001422105
NORD,Nord Anglia Education Inc ,,0001492966
NOV,National Oilwell Varco Inc,549300EHF3IW1AR6U008,0001021860
NOVN,Novan Inc,,0001467154
NOW,ServiceNow Inc,549300HJTQM36M0E1G39,0001373715
NP,Neenah Paper Inc,8SR38IKUT3O1F1I6VH65,0001296435
NPBC,National Penn Bancshares Inc ,,0000700733
NPD,China Nepstar Chain Drugstore Ltd,,0001414850
NPF,Nuveen Premier Municipal Income Fund,,
NPI,Nuveen Premium Income Municipal Fund,,
NPK,National Presto Industries Inc,,0000080172
NPM,Nuveen Premium Income Municipal Fund 2,,
NPN,Nuveen Pennsylvania Municipal Value Fund,,
NPO,EnPro Industries Inc,,0001164863
NPP,Nuveen Performance Plus Municipal Fund,,
NPSP,NPS Pharmaceuticals Inc ,,0000890465
NPT,"Nuveen Premium Income Municipal Fund 4, Inc.",,
NPTN,NeoPhotonics Corp,,0001227025
NPV,Nuveen Virginia Premium Income Municipal Fund,,
NQ,NQ Mobile Inc,,0001509986
NQI,"Nuveen Quality Municipal Fund, Inc.",,
NQM,Nuveen Investment Quality Municipal Fund,,
NQP,Nuveen Pennsylvania Investment Quality Municipal Fund,,
NQS,Nuveen Select Quality Municipal Fund,,
NQU,"Nuveen Quality Income Municipal Fund, Inc.",,
NR,Newpark Resources Inc,,0000071829
NRCIB,National Research Corp,549300FQIORB6GZCYT15,0000070487
NRE,Northstar Realty Europe Corp,549300SFRB0TMPDH1377,0001646587
NRF,Northstar Realty Finance Corp,549300IN7LVRYC2T3L55,0001273801
NRG,NRG Energy Inc,5E2UPK5SW04M13XY7I38,0001013871
NRIM,Northrim BanCorp Inc,,0001163370
NRK,Nuveen Insured New York Tax Free Advantage Municipal Fund,,
NRO,Neuberger Berman Real Estate Securities Income Fund Inc,,
NRP,Natural Resource Partners LP,,0001171486
NRT,North European Oil Royalty Trust,,0000072633
NRX,NephroGenex Inc ,,0001338095
NRZ,New Residential Investment Corp,549300WNTHGEO5LP2G31,0001556593
NS,NuStar Energy LP,5493003BMLTUIEG2LG44,0001110805
NSA,National Storage Affiliates Trust,,0001618563
NSAM,NorthStar Asset Management Group Inc,,0001597503
NSAT,Norsat International Inc,,
NSC,Norfolk Southern Corp,,0000702165
NSEC,National Security Group Inc,549300WRG6TIC418Z309,0000865058
NSH,NuStar GP Holdings LLC,,0001223786
NSIT,Insight Enterprises Inc,,0000932696
NSL,Nuveen Senior Income Fund,,0001093428
NSLP,New Source Energy Partners LP ,549300GF3Y2OLIVW0H29,0001560443
NSM,Nationstar Mortgage Holdings Inc,,0001520566
NSP,Insperity Inc,,0001000753
NSPH,Nanosphere Inc ,549300XHYZPNK17U5R93,0001105184
NSPR,InspireMD Inc,549300OQ16IJ5DIS5D30,0001433607
NSR,Neustar Inc,,0001265888
NSS,"NuStar Logistics, L.P.",,0000745026
NSSC,NAPCO Security Technologies Inc ,,0000069633
NSTG,NanoString Technologies Inc,549300G4CK0Y3WRDMY89,0001401708
NSU,Nevsun Resources Ltd,,0000919991
NSYS,Nortech Systems Inc,,0000722313
NTAP,NetApp Inc,QTX3D84DZDD5JYOCYH15,0001002047
NTB,Bank of N.T. Butterfield & Son Ltd,,0001653242
NTC,Nuveen Connecticut Prem Inc Muni Fund,,
NTCT,NetScout Systems Inc,5493005HZXZ3SPNVCV76,0001078075
NTEC,Intec Pharma Ltd,,0001638381
NTES,NetEase Inc,,0001110646
NTG,Tortoise MLP Fund,,0001490286
NTGR,NETGEAR Inc,54930067KX3UNRHDWA78,0001122904
NTI,Northern Tier Energy LP ,,0001533454
NTIC,Northern Technologies International Corp,,0000875582
NTIP,Network-1 Technologies Inc,,0001065078
NTK,Nortek Inc,549300D1101HU6HURK84,0001216596
NTL,Nortel Inversora SA,,0000877691
NTLA,Intellia Therapeutics Inc,5493002T5BCPE5DZC723,0001652130
NTLS,NTELOS Holdings Corp ,,0001328571
NTN,NTN Buzztime Inc,,0000748592
NTNX,Nutanix Inc,,0001618732
NTP,Nam Tai Property Inc,,0000829365
NTRA,Natera Inc,,0001604821
NTRI,Nutrisystem Inc,,0001096376
NTRS,Northern Trust Corp,549300GLF98S992BC502,0000073124
NTT,Nippon Telegraph and Telephone Corp,,0000769594
NTWK,NetSol Technologies Inc,,0001039280
NTX,Nuveen Texas Quality Income Municipal Fund,,
NTZ,Natuzzi SpA,,0000900391
NUAN,Nuance Communications Inc,AEMSOT3SS15TNMJCE605,0001002517
NUE,Nucor Corp,549300GGJCRSI2TIEJ46,0000073309
NUM,Nuveen Michigan Quality Income Municipal Fund,,
NUO,Nuveen Ohio Quality Income Municipal Fund,,
NURO,NeuroMetrix Inc,549300WDIIBGIRV0N856,0001289850
NUS,NU Skin Enterprises Inc,54930050DETB6CP71D38,0001021561
NUTR,Nutraceutical International Corp,,0001050007
NUV,Nuveen Municipal Value Fund,,0000812801
NUVA,NuVasive Inc,549300C5ZB4NZ6TWM881,0001142596
NUW,Nuveen AMT-Free Municipal Value Fund,,
NVAX,Novavax Inc,,0001000694
NVCN,Neovasc Inc,,0001399708
NVCR,Novocure Ltd,,0001645113
NVDA,NVIDIA Corp,549300S4KLFTLO7GSQ80,0001045810
NVDQ,Novadaq Technologies Inc,,0001173293
NVEC,NVE Corp,,0000724910
NVEE,NV5 Global Inc,,0001532961
NVET,Nexvet Biopharma plc,,0001618561
NVFY,Nova LifeStyle Inc,,0001473334
NVG,Nuveen Enhanced AMT-Free Municipal Credit Opportunities Fund,,
NVGN,Novogen Ltd,,0001075880
NVGS,Navigator Holdings Ltd,,0001581804
NVIV,InVivo Therapeutics Holdings Corp,549300FGLYJVWKVH3W38,0001292519
NVLS,Nivalis Therapeutics Inc,5493000845S6RLSDWJ40,0001626199
NVMI,Nova Measuring Instruments Ltd,,0001109345
NVO,Novo Nordisk A/S,549300DAQ1CVT6CXN342,0000353278
NVR,NVR Inc,,0000906163
NVRO,Nevro Corp,,0001444380
NVS,Novartis AG ,,0001114448
NVSL,Naugatuck Valley Financial Corp ,,0001493552
NVTA,Invitae Corp ,549300MYI59DZW1WIX92,0001501134
NVTR,Nuvectra Corporation,,0001648893
NVX,Nuveen California Dividend Advantage Municipal Fund 2,,
NWBI,Northwest Bancshares Inc,,0001471265
NWBO,Northwest Biotherapeutics Inc,5493002DRWWEOWTT8005,0001072379
NWE,NorthWestern Corp,3BPWMBHR1R9SHUN7J795,0000073088
